stable_id,csv_display_name,csv_year_or_era,csv_image,csv_bio_url,repo_name,repo_year,repo_slug,wordpress_name,wordpress_year,wordpress_slug,live_name,live_visible,live_link_status,original_bio_file_match,original_bio_word_count,original_photo_file_match,original_photo_requires_visual_verification,canonical_bio_candidate,canonical_photo_candidate,biography_source_confidence,portrait_source_confidence,original_to_wordpress_text_similarity,prior_content_blocked,prior_media_blocked,remaining_biography_content_blocker,remaining_media_blocker,remaining_incomplete_biography,remaining_identity_content_blocker,remaining_blockers,recommended_migration_lane,reviewer_notes
jrhof-wp-3024,Melvin Martin,Pre 1990,Melvin_Martin.jpg,https://jrhof.org/inductees/melvin_martin/,Melvin Martin,Pre 1990,Melvin_Martin,Melvin Martin,,melvin_martin,Melvin Martin,True,links_to_bio,content/Bios/Melvin_Martin.docx,534,content/Photos/Melvin_Martin.jpg,False,content/Bios/Melvin_Martin.docx,content/Photos/Melvin_Martin.jpg,high,high,0.1126,True,False,False,False,False,False,,source_resolved_candidate,Original source files map cleanly.
jrhof-wp-3074,Mert Letofsky,Pre 1990,Mert_Letofsky.jpg,https://jrhof.org/inductees/mert_letofsky/,Mert Letofsky,Pre 1990,Mert_Letofsky,Mert Letofsky,,mert_letofsky,Mert Letofsky,True,links_to_bio,content/Bios/Mert_Letofsky.docx,513,content/Photos/Mert_Letofsky.jpg,False,content/Bios/Mert_Letofsky.docx,content/Photos/Mert_Letofsky.jpg,high,high,0.1672,True,False,False,False,False,False,,source_resolved_candidate,Original source files map cleanly.
jrhof-wp-2987,Mike Brady,2009,Mike_Brady.jpg,https://jrhof.org/inductees/mike_brady/,Mike Brady,2009,Mike_Brady,Mike Brady,2009,mike_brady,Mike Brady,True,links_to_bio,content/Bios/Mike_Brady.docx,513,content/Photos/Mike_Brady.jpg,False,content/Bios/Mike_Brady.docx,content/Photos/Mike_Brady.jpg,high,high,0.6473,True,False,False,False,False,False,,source_resolved_candidate,Original source files map cleanly.
jrhof-wp-2982,Mike Doohan,2023,Mike_Doohan.jpg,https://jrhof.org/inductees/mike_doohan/,Mike Doohan,2023,Mike_Doohan,Mike Doohan,2023,mike_doohan,Mike Doohan,True,links_to_bio,content/Bios/Mike_Doohan.docx,665,content/Photos/Mike_Doohan.jpg,False,content/Bios/Mike_Doohan.docx,content/Photos/Mike_Doohan.jpg,high,high,0.6737,True,False,False,False,False,False,,source_resolved_candidate,Original source files map cleanly.
jrhof-wp-2997,Mike Kronkright,1992,David_Kronkright.jpg,https://jrhof.org/inductees/mike_kronkright/,Mike Kronkright,1992,Mike_Kronkright,Mike Kronkright,1992,mike_kronkright,Mike Kronkright,True,links_to_bio,content/Bios/Mike_Kronkright.docx,811,content/Photos/Mike_Kronkright.jpg,False,content/Bios/Mike_Kronkright.docx,content/Photos/Mike_Kronkright.jpg,high,high,0.2076,False,False,False,False,False,False,,safe_candidate,"Control CSV Image says David_Kronkright.jpg, but original source contains Mike_Kronkright.jpg; use the person-specific source filename after review."
jrhof-wp-3019,Mitchell Burns,Pre 1990,Mitchell_Burns.jpg,https://jrhof.org/inductees/mitchell_burns/,Mitchell Burns,Pre 1990,Mitchell_Burns,Mitchell Burns,,mitchell_burns,Mitchell Burns,True,links_to_bio,content/Bios/Mitchell_Burns.docx,645,content/Photos/Mitchell_Burns.jpg,False,content/Bios/Mitchell_Burns.docx,content/Photos/Mitchell_Burns.jpg,high,high,0.3945,True,False,False,False,False,False,,source_resolved_candidate,Original source files map cleanly.
jrhof-wp-3168,Myran Dunker,2018,Myran_Dunker.jpg,https://jrhof.org/inductees/myran_dunker/,Myran Dunker,2018,Myran_Dunker,Myran Dunker,2018,myran_dunker,Myran Dunker,True,links_to_bio,content/Bios/Myran_Dunker.docx,434,content/Photos/Myran_Dunker.jpg,False,content/Bios/Myran_Dunker.docx,content/Photos/Myran_Dunker.jpg,high,high,0.2165,False,False,False,False,False,False,,safe_candidate,Original source files map cleanly.
jrhof-wp-2981,Neil Devlin,2018,Neil_Devlin.jpg,https://jrhof.org/inductees/neil_devlin/,Neil Devlin,2018,Neil_Devlin,Neil Devlin,2018,neil_devlin,Neil Devlin,True,links_to_bio,content/Bios/Neil_Devlin.docx,596,content/Photos/Neil_Devlin.jpg,False,content/Bios/Neil_Devlin.docx,content/Photos/Neil_Devlin.jpg,high,high,0.6866,False,False,False,False,False,False,,safe_candidate,Original source files map cleanly.
jrhof-wp-3117,Nick Vitale,1993,Nick_Vitale.jpg,https://jrhof.org/inductees/nick_vitale/,Nick Vitale,1993,Nick_Vitale,Nick Vitale,1993,nick_vitale,Nick Vitale,True,links_to_bio,,0,,,,,none,none,,True,True,True,True,True,False,biography/content; portrait/media,board_content_review,Review remaining source gaps and prior audit notes.
jrhof-wp-3127,Pat Haggerty,2002,Pat_Haggerty.jpg,https://jrhof.org/inductees/pat_haggerty/,Pat Haggerty,2002,Pat_Haggerty,Pat Haggerty,2002,pat_haggerty,Pat Haggerty,True,links_to_bio,content/Bios/Pat_Haggerty.docx,507,content/Photos/Pat_Haggerty.jpg,False,content/Bios/Pat_Haggerty.docx,content/Photos/Pat_Haggerty.jpg,high,high,0.1431,True,False,False,False,False,False,,source_resolved_candidate,Original source files map cleanly.
jrhof-wp-2990,Paul Babkiewich,2015,Paul_Babkiewich.jpg,https://jrhof.org/inductees/paul_babkiewich/,Paul Babkiewich,2015,Paul_Babkiewich,Paul Babkiewich,2015,paul_babkiewich,Paul Babkiewich,True,links_to_bio,content/Bios/Paul_Babkiewich.docx,523,content/Photos/Paul_Babkiewich.jpg,False,content/Bios/Paul_Babkiewich.docx,content/Photos/Paul_Babkiewich.jpg,high,high,0.1889,False,False,False,False,False,False,,safe_candidate,Original source files map cleanly.
jrhof-wp-3004,Pete Butler,Pre 1990,Pete_Butler.jpg,https://jrhof.org/inductees/pete_butler/,Pete Butler,Pre 1990,Pete_Butler,Pete Butler,,pete_butler,Pete Butler,True,links_to_bio,content/Bios/Pete_Butler.docx,565,content/Photos/Pete_Butler.jpg,False,content/Bios/Pete_Butler.docx,content/Photos/Pete_Butler.jpg,high,high,0.6414,True,False,False,False,False,False,,source_resolved_candidate,Original source files map cleanly.
jrhof-wp-3131,Pete DAmato,Pre 1990,Pete_DAmato.jpg,https://jrhof.org/inductees/pete_damato/,Pete DAmato,Pre 1990,Pete_DAmato,Pete DAmato,,pete_damato,Pete DAmato,True,links_to_bio,content/Bios/Pete_DAmato.docx,342,content/Photos/Pete_DAmato.jpg,False,content/Bios/Pete_DAmato.docx,content/Photos/Pete_DAmato.jpg,high,high,0.0589,False,False,False,False,False,False,,safe_candidate,Original source files map cleanly.
jrhof-wp-3111,Randy Holmen,2017,Randy_Holmen.jpg,https://jrhof.org/inductees/randy_holmen/,Randy Holmen,2017,Randy_Holmen,Randy Holmen,2017,randy_holmen,Randy Holmen,True,links_to_bio,content/Bios/Randy_Holmen.docx,460,content/Photos/Randy_Holmen.jpg,False,content/Bios/Randy_Holmen.docx,content/Photos/Randy_Holmen.jpg,high,high,0.4868,True,False,False,False,False,False,,source_resolved_candidate,Original source files map cleanly.
jrhof-wp-771,Ray Belfiore,2025,Ray _Belfiore.jpg,https://jrhof.org/inductees/ray_belfiore/,Ray Belfiore,2025,Ray_Belfiore,Ray Belfiore,2025,ray_belfiore,Ray Belfiore,True,links_to_bio,content/Bios/Ray_Belfiore.docx,463,content/Photos/Ray_Belfiore.jpg,False,content/Bios/Ray_Belfiore.docx,content/Photos/Ray_Belfiore.jpg,high,high,0.9771,False,False,False,False,False,False,,safe_candidate,Original source files map cleanly.
jrhof-wp-3056,Raymond Powe,2002,Raymond_Powe.jpg,https://jrhof.org/inductees/raymond_powe/,Raymond Powe,2002,Raymond_Powe,Raymond Powe,2002,raymond_powe,Raymond Powe,True,links_to_bio,content/Bios/Raymond_Powe.docx,392,content/Photos/Raymond_Powe.jpg,False,content/Bios/Raymond_Powe.docx,content/Photos/Raymond_Powe.jpg,high,high,0.6859,False,False,False,False,False,False,,safe_candidate,Original source files map cleanly.
jrhof-wp-3046,Rich Czernicki,2008,Rich_Czernicki.jpg,https://jrhof.org/inductees/rich_czernicki/,Rich Czernicki,2008,Rich_Czernicki,Rich Czernicki,2008,rich_czernicki,Rich Czernicki,True,links_to_bio,content/Bios/Rich_Czernicki.docx,752,content/Photos/Rich_Czernicki.jpg,False,content/Bios/Rich_Czernicki.docx,content/Photos/Rich_Czernicki.jpg,high,high,0.6389,True,False,False,False,False,False,,source_resolved_candidate,Original source files map cleanly.
jrhof-wp-3091,Richard Chandler,2001,Richard_Chandler.jpg,https://jrhof.org/inductees/richard_chandler/,Richard Chandler,2001,Richard_Chandler,Richard Chandler,2001,richard_chandler,Richard Chandler,True,no_link,content/Bios/Richard_Chandler.docx,694,content/Photos/Richard_Chandler.jpg,False,content/Bios/Richard_Chandler.docx,content/Photos/Richard_Chandler.jpg,high,high,0.6312,True,False,False,False,False,False,live_archive_link,source_resolved_candidate,Original source files map cleanly.
jrhof-wp-3121,Richard Fanning,2007,Richard_Fanning.jpg,https://jrhof.org/inductees/richard_fanning/,Richard Fanning,2007,Richard_Fanning,Richard Fanning,2007,richard_fanning,Richard Fanning,True,no_link,content/Bios/Richard_Fanning.docx,878,content/Photos/Richard_Fanning.jpg,False,content/Bios/Richard_Fanning.docx,content/Photos/Richard_Fanning.jpg,high,high,0.4781,False,False,False,False,False,False,live_archive_link,auto_prep_link_fix,Original source files map cleanly.
jrhof-wp-3023,Richard Hawkins,2001,Richard_Hawkins.jpg,https://jrhof.org/inductees/richard_hawkins/,Richard Hawkins,2001,Richard_Hawkins,Richard Hawkins,2001,richard_hawkins,Richard Hawkins,True,links_to_bio,content/Bios/Richard_Hawkins.docx,1014,content/Photos/Richard_Hawkins.jpg,False,content/Bios/Richard_Hawkins.docx,content/Photos/Richard_Hawkins.jpg,high,high,0.6011,False,False,False,False,False,False,,safe_candidate,Original source files map cleanly.
jrhof-wp-2994,Richard Mauro,2010,Richard_Mauro.jpg,https://jrhof.org/inductees/richard_mauro/,Richard Mauro,2010,Richard_Mauro,Richard Mauro,2010,richard_mauro,Richard Mauro,True,links_to_bio,content/Bios/Richard_Mauro.docx,437,content/Photos/Richard_Mauro.jpg,False,content/Bios/Richard_Mauro.docx,content/Photos/Richard_Mauro.jpg,high,high,0.1199,False,False,False,False,False,False,,safe_candidate,Original source files map cleanly.
jrhof-wp-3170,Robert Blaser,2007,Robert_Blaser.jpg,https://jrhof.org/inductees/robert_blaser/,Robert Blaser,2007,Robert_Blaser,Robert Blaser,2007,robert_blaser,Robert Blaser,True,links_to_bio,content/Bios/Robert_Blaser.docx,630,content/Photos/Robert_Blaser.jpg,False,content/Bios/Robert_Blaser.docx,content/Photos/Robert_Blaser.jpg,high,high,0.6728,True,False,False,False,False,False,,source_resolved_candidate,Original source files map cleanly.
jrhof-wp-3066,Robert Campbell,2008,Robert_Campbell.jpg,https://jrhof.org/inductees/robert_campbell/,Robert Campbell,2008,Robert_Campbell,Robert Campbell,2008,robert_campbell,Robert Campbell,True,links_to_bio,content/Bios/Robert_Campbell.docx,1164,content/Photos/Robert_Campbell.jpg,False,content/Bios/Robert_Campbell.docx,content/Photos/Robert_Campbell.jpg,high,high,0.1693,False,False,False,False,False,False,,safe_candidate,Original source files map cleanly.
jrhof-wp-3076,Robert Schnabel,2010,Robert_Schnabel.jpg,https://jrhof.org/inductees/robert_schnabel/,Robert Schnabel,2010,Robert_Schnabel,Robert Schnabel,1996,robert_schnabel,Robert Schnabel,True,no_link,content/Bios/Robert_Schnabel.docx,113,content/Photos/Robert_Schnabel.jpg,False,content/Bios/Robert_Schnabel.docx,content/Photos/Robert_Schnabel.jpg,high,high,0.0786,True,False,False,False,False,False,live_archive_link,source_resolved_candidate,Correct 2010 Robert Schnabel biography and person-specific portrait are present in original sources. WordPress/live biography is explicitly excluded.
jrhof-wp-3042,Roger Kinney,1993,Roger_Kinney.jpg,https://jrhof.org/inductees/roger_kinney/,Roger Kinney,1993,Roger_Kinney,Roger Kinney,1993,roger_kinney,Roger Kinney,True,links_to_bio,content/Bios/Roger_Kinney.docx,825,content/Photos/Roger_Kinney.jpg,False,content/Bios/Roger_Kinney.docx,content/Photos/Roger_Kinney.jpg,high,high,0.1267,False,False,False,False,False,False,,safe_candidate,Original source files map cleanly.
jrhof-wp-3037,Ron Piotraschke,2002,Ron_Piotraschke.jpg,https://jrhof.org/inductees/ron_piotraschke/,Ron Piotraschke,2002,Ron_Piotraschke,Ron Piotraschke,2002,ron_piotraschke,Ron Piotraschke,True,links_to_bio,content/Bios/Ron_Piotraschke.docx,536,content/Photos/Ron_Piotraschke.jpg,False,content/Bios/Ron_Piotraschke.docx,content/Photos/Ron_Piotraschke.jpg,high,high,0.1201,True,False,False,False,False,False,,source_resolved_candidate,Original source files map cleanly.
jrhof-wp-3148,Ron Sisson,Pre 1990,Ron_Sisson.jpg,https://jrhof.org/inductees/ron_sisson/,Ron Sisson,Pre 1990,Ron_Sisson,Ron Sisson,,ron_sisson,Ron Sisson,True,links_to_bio,content/Bios/Ron_Sisson.docx,260,content/Photos/Ron_Sisson.jpg,False,content/Bios/Ron_Sisson.docx,content/Photos/Ron_Sisson.jpg,high,high,0.1715,False,False,False,False,False,False,,safe_candidate,Original source files map cleanly.
jrhof-wp-3062,Ross Barlow,2015,Ross_Barlow.jpg,https://jrhof.org/inductees/ross_barlow/,Ross Barlow,2015,Ross_Barlow,Ross Barlow,2015,ross_barlow,Ross Barlow,True,links_to_bio,content/Bios/Ross_Barlow.docx,468,content/Photos/Ross_Barlow.jpg,False,content/Bios/Ross_Barlow.docx,content/Photos/Ross_Barlow.jpg,high,high,0.7043,False,False,False,False,False,False,,safe_candidate,Original source files map cleanly.
jrhof-wp-3097,Ross MacAskill,2003,Ross_MacAskill.jpg,https://jrhof.org/inductees/ross_macaskill/,Ross MacAskill,2003,Ross_MacAskill,Ross MacAskill,2003,ross_macaskill,Ross MacAskill,True,links_to_bio,content/Bios/Ross_MacAskill.docx,497,content/Photos/Ross_MacAskill.jpg,False,content/Bios/Ross_MacAskill.docx,content/Photos/Ross_MacAskill.jpg,high,high,0.6399,True,False,False,False,False,False,,source_resolved_candidate,Original source files map cleanly.
jrhof-wp-3006,Sal Salazar,Pre 1990,Sal_Salazar.jpg,https://jrhof.org/inductees/sal_salazar/,Sal Salazar,Pre 1990,Sal_Salazar,Sal Salazar,,sal_salazar,Sal Salazar,True,links_to_bio,,0,,,,,none,none,,True,True,True,True,True,False,biography/content; portrait/media,board_content_review,Review remaining source gaps and prior audit notes.
jrhof-wp-3015,Sam Corentino,Pre 1990,Sam_Corentino.jpg,https://jrhof.org/inductees/sam_corsentino/,Sam Corentino,Pre 1990,Sam_Corentino,Sam Corsentino,,sam_corsentino,Sam Corentino,True,links_to_bio,content/Bios/Sam_Corentino.docx,464,content/Photos/Sam_Corsentino.jpg,False,content/Bios/Sam_Corentino.docx,,medium,medium,0.7067,True,False,True,False,False,True,biography/content; identity,identity_blocked,Control/repository/live use Corentino; WordPress and source photo use Corsentino. Board should confirm legal/display spelling.
jrhof-wp-3164,Sid Peretti,1995,Sid_Peretti.jpg,https://jrhof.org/inductees/sid_peretti/,Sid Peretti,1995,Sid_Peretti,Sid Peretti,1995,sid_peretti,Sid Peretti,True,links_to_bio,,0,,,,,none,none,,True,True,True,True,True,False,biography/content; portrait/media,board_content_review,Review remaining source gaps and prior audit notes.
jrhof-wp-1109,Steve Heuer,2025,Steve _Heuer.jpg,https://jrhof.org/inductees/steve_heuer/,Steve Heuer,2025,Steve_Heuer,Steve Heuer,2025,steve_heuer,Steve Heuer,True,links_to_bio,content/Bios/Steve_Heuer.docx,389,content/Photos/Steve_Heuer.jpg,False,content/Bios/Steve_Heuer.docx,content/Photos/Steve_Heuer.jpg,high,high,0.9877,False,False,False,False,False,False,,safe_candidate,Original source files map cleanly.
jrhof-wp-3072,Steve Usecheck,1999,Steve_Usecheck.jpg,https://jrhof.org/inductees/steve_usecheck/,Steve Usecheck,1999,Steve_Usecheck,Steve Usecheck Jr.,1999,steve_usecheck,Steve Usecheck,True,links_to_bio,content/Bios/Steve_Usecheck.docx,556,content/Photos/Steve_Usecheck.jpg,False,content/Bios/Steve_Usecheck.docx,content/Photos/Steve_Usecheck.jpg,high,high,0.2176,True,False,False,False,False,False,display_name_review,source_resolved_candidate,"Original biography text uses Steve Usechek, Jr.; control roster uses Steve Usecheck. Confirm preferred spelling/suffix."
jrhof-wp-2991,Stormy Stucker,Pre 1990,Stormy_Stucker.jpg,https://jrhof.org/inductees/stormy_stucker/,Stormy Stucker,Pre 1990,Stormy_Stucker,Stormy Stucker,,stormy_stucker,Stormy Stucker,True,links_to_bio,,0,,,,,none,none,,True,True,True,True,True,False,biography/content; portrait/media,board_content_review,Review remaining source gaps and prior audit notes.
jrhof-wp-2977,Terry Angell,2026,Terry_Angell.jpg,https://jrhof.org/inductees/terry_angell/,Terry Angell,2026,Terry_Angell,Terry Angell,2026,terry_angell,Terry Angell,True,links_to_bio,content/Bios/Terry_Angell.docx,1024,content/Photos/Terry_Angell.jpg,False,content/Bios/Terry_Angell.docx,content/Photos/Terry_Angell.jpg,high,high,0.1222,False,False,False,False,False,False,,safe_candidate,Original source files map cleanly.
jrhof-wp-3116,Terry Garvey,2015,Ray_Garvey.jpg,https://jrhof.org/inductees/terry_garvey/,Terry Garvey,2015,Terry_Garvey,Terry Garvey,2015,terry_garvey,Ray Garvey,True,links_to_bio,content/Bios/Terry_Garvey.docx,816,content/Photos/Ray_Garvey.jpg,False,content/Bios/Terry_Garvey.docx,,medium,medium,0.4584,True,True,True,True,False,True,biography/content; portrait/media; identity,identity_blocked,Original biography says Terry; source photo is named Ray_Garvey.jpg. Terry/Ray identity remains blocked.
jrhof-wp-1142,Terry Reed,2025,Terry _Reed.jpg,https://jrhof.org/inductees/terry_reed/,Terry Reed,2025,Terry_Reed,Terry Reed,2025,terry_reed,Terry Reed,True,links_to_bio,content/Bios/Terry_Reed.docx,471,content/Photos/Terry_Reed.jpg,False,content/Bios/Terry_Reed.docx,content/Photos/Terry_Reed.jpg,high,high,0.9882,False,False,False,False,False,False,,safe_candidate,Original source files map cleanly.
jrhof-wp-3078,Terry Schiessler,Pre 1990,Terry_Schiessler.jpg,https://jrhof.org/inductees/terry_schiessler/,Terry Schiessler,Pre 1990,Terry_Schiessler,Terry Schiessler,,terry_schiessler,Terry Schiessler,True,links_to_bio,content/Bios/Terry_Schiessler.docx,704,content/Photos/Terry_Schiessler.jpg,False,content/Bios/Terry_Schiessler.docx,content/Photos/Terry_Schiessler.jpg,high,high,0.5369,False,False,False,False,False,False,,safe_candidate,Original source files map cleanly.
jrhof-wp-2973,Thomas Severtson,2009,Thomas_Severtson.jpg,https://jrhof.org/inductees/thomas_severtson/,Thomas Severtson,2009,Thomas_Severtson,Thomas Severtson,2009,thomas_severtson,Thomas Severtson,True,links_to_bio,content/Bios/Thomas_Severtson.docx,427,content/Photos/Thomas_Severtson.jpg,False,content/Bios/Thomas_Severtson.docx,content/Photos/Thomas_Severtson.jpg,high,high,0.2782,False,False,False,False,False,False,,safe_candidate,Original source files map cleanly.
jrhof-wp-3063,Tim Kardatzke,2017,Tim_Kardatzke.jpg,https://jrhof.org/inductees/tim_kardatzke/,Tim Kardatzke,2017,Tim_Kardatzke,Tim Kardatzke,2017,tim_kardatzke,Tim Kardatzke,True,links_to_bio,content/Bios/Tim_Kardatzke.docx,261,content/Photos/Tim_Kardatzke.jpg,False,content/Bios/Tim_Kardatzke.docx,content/Photos/Tim_Kardatzke.jpg,high,high,0.3278,False,False,False,False,False,False,,safe_candidate,Original source files map cleanly.
jrhof-wp-3040,Tom Freed,1996,Tom_Freed.jpg,https://jrhof.org/inductees/tom_freed/,Tom Freed,1996,Tom_Freed,Tom Freed,1996,tom_freed,Tom Freed,True,links_to_bio,content/Bios/Tom_Freed.docx,335,,,content/Bios/Tom_Freed.docx,,high,none,0.3618,False,True,False,True,False,False,portrait/media,media_blocked,Review remaining source gaps and prior audit notes.
jrhof-wp-1237,Tom Robinson,2024,Tom _Robinson.jpg,https://jrhof.org/inductees/tom_robinson/,Tom Robinson,2024,Tom_Robinson,Tom Robinson,2024,tom_robinson,Tom Robinson,True,links_to_bio,content/Bios/Tom_Robinson.docx,452,content/Photos/Tom_Robinson.jpg,False,content/Bios/Tom_Robinson.docx,content/Photos/Tom_Robinson.jpg,high,high,0.9782,True,False,False,False,False,False,,source_resolved_candidate,Original source files map cleanly.
jrhof-wp-3021,Tom Smith,2013,Tom_Smith.jpg,https://jrhof.org/inductees/tom_smith/,Tom Smith,2013,Tom_Smith,Tom Smith,2013,tom_smith,Tom Smith,True,links_to_bio,content/Bios/Tom_Smith.docx,1175,content/Photos/Tom_Smith.jpg,False,content/Bios/Tom_Smith.docx,content/Photos/Tom_Smith.jpg,high,high,0.642,True,False,False,False,False,False,,source_resolved_candidate,Original source files map cleanly.
jrhof-wp-2995,Vic Damon,1994,Vic_Damon.jpg,https://jrhof.org/inductees/vic_damon/,Vic Damon,1994,Vic_Damon,Vic Damon,1994,vic_damon,Vic Damon,True,links_to_bio,,0,,,,,none,none,,True,True,True,True,True,False,biography/content; portrait/media,board_content_review,Review remaining source gaps and prior audit notes.
jrhof-wp-2993,Virgil Jester,1989,Virgil_Jester.jpg,https://jrhof.org/inductees/virgil_jester/,Virgil Jester,1989,Virgil_Jester,Virgil Jester,1989,virgil_jester,Virgil Jester,True,links_to_bio,content/Bios/Virgil_Jester.docx,411,content/Photos/Virgil_Jester.jpg,False,content/Bios/Virgil_Jester.docx,content/Photos/Virgil_Jester.jpg,high,high,0.9855,False,False,False,False,False,False,,safe_candidate,Original source files map cleanly.
jrhof-wp-3010,Walt Clay,Pre 1990,Walt_Clay.jpg,https://jrhof.org/inductees/walt_clay/,Walt Clay,Pre 1990,Walt_Clay,Walt Clay,1990,walt_clay,Walt Clay,True,no_link,content/Bios/Walt_Clay.docx,706,content/Photos/Walt_Clay.jpg,False,content/Bios/Walt_Clay.docx,content/Photos/Walt_Clay.jpg,medium,high,0.0586,True,False,True,False,False,True,biography/content; induction_year; live_archive_link,board_content_review,Control roster and repository say Pre 1990; WordPress extracted 1990. Original bio does not settle the induction-year conflict.
jrhof-wp-3086,Warren Kettner,1990,Warren_Kettner.jpg,https://jrhof.org/inductees/warren_kettner/,Warren Kettner,1990,Warren_Kettner,Warren Kettner,1990,warren_kettner,Warren Kettner,True,no_link,content/Bios/Warren_Kettner.docx,289,content/Photos/Warren_Kettner.jpg,False,content/Bios/Warren_Kettner.docx,content/Photos/Warren_Kettner.jpg,high,high,0.1587,True,False,False,False,False,False,live_archive_link,source_resolved_candidate,Original source files map cleanly.
jrhof-wp-3028,Wiley Chance,1994,Wiley_Chance.jpg,https://jrhof.org/inductees/wiley_chance/,Wiley Chance,1994,Wiley_Chance,Wiley Chance,1994,wiley_chance,Wiley Chance,True,links_to_bio,,0,,,,,none,none,,True,True,True,True,True,False,biography/content; portrait/media,board_content_review,Original DOCX is empty and only a Missing placeholder photo exists.
jrhof-wp-3041,Willie White,1991,Willie_White.jpg,https://jrhof.org/inductees/willie_white/,Willie White,1991,Willie_White,Willie White,1991,willie_white,Willie White,True,links_to_bio,content/Bios/Willie_White.docx,402,content/Photos/Willie_White.jpg,False,content/Bios/Willie_White.docx,content/Photos/Willie_White.jpg,high,high,0.6803,False,False,False,False,False,False,,safe_candidate,Original source files map cleanly.
